Molecule ChEMBL ID,Smiles,pChEMBL Value
CHEMBL1391308,Cc1c(NCc2cc(Cl)ccc2O)c(=O)n(-c2ccccc2)n1C,4.85
CHEMBL1452850,COC(=O)[C@@]1(Cc2ccccc2)[C@H]2c3cc(C(=O)N(C)C)n(CCO)c3C[C@H]2CN1C(=O)c1ccccc1,5.4
CHEMBL1530755,CCOc1ccc(C(=O)NN2C(=O)C3C4C=CC(O4)C3C2=O)cc1,
CHEMBL186414,NCCCc1c(-c2ccccc2)[nH]c(N)nc1=O,
CHEMBL1369812,Cc1cc2cc3c(O)nc(O)nc3nc2cc1C,
CHEMBL1585681,CCC(CC)c1nnc(NC(=O)c2ccc3ccccc3n2)s1,
CHEMBL1316285,CN1CCN(c2ncc3nc(-c4ccccc4)c(=O)n(CCc4ccccc4)c3n2)CC1,
CHEMBL1536954,COCCCN1CCN(c2nnc3n2-c2sc(Br)cc2C(c2ccccc2Cl)=NC3)CC1.CS(=O)(=O)O,
CHEMBL72135,O=C1Nc2ccccc2Nc2ncccc21,
CHEMBL790,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,
CHEMBL1370029,Cc1nc2cnc(N3CCN(C)CC3)nc2n(C)c1=O,
CHEMBL3211571,C/C(CC(=O)Nc1cc(C)ccn1)=N\NC(=O)COc1cccc(C)c1,
CHEMBL1402765,N[C@@H](C(=O)O)c1ccc(C(=O)O)cc1,
CHEMBL1445647,CCc1ccccc1NC(=O)C1C(c2ccccc2)C1(Cl)Cl,4.8
CHEMBL1553262,CN1CC[C@@]2(CCCN(C(=O)c3ccncc3)C2)C1,4.5
CHEMBL1669410,C[C@H](C1=C(CCN(C)CCC#N)Cc2ccccc21)c1cnccn1,
CHEMBL1669412,c1ccc2c(c1)CC(CCN1CCC1)=C2Cc1cnccn1,
CHEMBL1669419,C[C@H](C1=C(CCN(C)Cc2cccs2)Cc2ccccc21)c1cnccn1,5.74
CHEMBL1716938,COc1ccc(NC(=O)COc2ccc(CNCCCN3CCOCC3)cc2OC)cc1.Cl,
CHEMBL1318739,CC(=O)O[C@@H](C)C[N+](C)(C)C,
CHEMBL1607710,CN(C)CCNC(=O)C1CCCNC1=O,
CHEMBL1331231,CC(=O)c1ccc(-n2c(CCC(=O)O)ccc2-c2cccs2)cc1,
CHEMBL1397069,COCC(=O)Nc1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)N(C)C[C@@H](O)CO)c1I,
CHEMBL1337951,Cc1cc(N2CCCCC2)nc2ccc(Cc3ccc4nc(N5CCCCC5)cc(C)c4c3)cc12,
CHEMBL1512049,O=c1c(-c2cccs2)nc2cnc(Oc3ccccc3)nc2n1-c1ccccc1,
CHEMBL1671982,COC(=O)c1ccc(Oc2ccc(/C=C3\SC(=O)NC3=O)cc2OC)c2ccccc12,6.1
CHEMBL1331952,Cc1ccc(-c2cc(-c3nnc(SCC(=O)NC(C)C(C)C)n3N)c3ccccc3n2)cc1,4.85
CHEMBL1413561,CC(=O)N1CCC2(CC1)CCN(c1ccccc1)CC2,
CHEMBL1513555,Ic1ccccc1CN[C@@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1,4.7
CHEMBL1565578,Nc1ccccc1C#Cc1ccccc1,4.8
CHEMBL3967303,N#Cc1cnc2[nH]cc(C(=O)c3c(F)ccc(NS(=O)(=O)c4cccnc4)c3F)c2c1,5.3
CHEMBL1319383,N[C@H](CCP(=O)(O)O)C(=O)O,
CHEMBL1727118,CCN(CC)C(=O)CSc1nnc(C2CCCCC2)o1,
CHEMBL1603418,Fc1ccc(Nc2ncnc3ccc(-c4ccoc4)cc23)cc1,4.8
CHEMBL1323836,CCOC(=O)[C@@]12C[C@@H]1/C(=N/O)c1ccccc1O2,
CHEMBL1328369,Oc1cc(CN2COc3ccccc32)c(O)cc1CNC1CCCCC1,
CHEMBL3947332,O=C(CC1([C@H]2COC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1C2CCC1CC(N1CCCCC1)C2,
CHEMBL3907872,O=C(CC1([C@H]2CO[C@H]3CCC[C@H]3N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CC[C@@H](O)C1,
CHEMBL3926905,O=C(CC1([C@H]2COC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(F)cc2)CC1)N1CCN(CCO)CC1,5.16
CHEMBL3895005,,
CHEMBL3786344,,
CHEMBL2152252,CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cnc1N,
CHEMBL1513392,Clc1ccccc1CNCC1CCC(CNCc2ccccc2Cl)CC1,5.3
CHEMBL1396211,COCCNc1ncnc2ccc(-c3cccc(OC)c3)cc12,4.9
CHEMBL1512050,CC(C)C[C@H]1C(=O)N2CCC[C@@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,6.2
CHEMBL1374355,CN(C)c1ncnc2ccc(-c3ccoc3)cc12,4.9
CHEMBL1355186,CCCCNc1nc(C)nc2c1nc(-c1ccccc1)n2C1CCN(Cc2ccccc2)C1,5.1
CHEMBL1413343,FC(F)(F)c1ccccc1-c1nccc(NCCN2CCOCC2)n1,4.8
CHEMBL2336424,Cc1cc(CC(NC(=O)N2CCC(N3Cc4ccccc4NC3=O)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12,5.96
CHEMBL1077446,Clc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,
CHEMBL3819521,CN1CCC(S(=O)(=O)c2c(Cl)ccc(NC(=O)Nc3cccc(Cl)c3Cl)c2O)CC1,
CHEMBL1315516,C[C@H](O)[C@H](O)[C@@H]1CNc2nc(N)[nH]c(=O)c2N1,
CHEMBL1329928,CCN1C(=O)C2(SC(NC(C)=O)=NN2C(C)=O)c2cc(C)ccc21,
CHEMBL567375,CC1(CC(=O)NCc2cccc(I)c2)CC2(CCCCC2)OO1,
CHEMBL578578,CC1(CC(=O)NCc2ccccc2N2CCCCC2)CC2(CCCCC2)OO1,5.8
CHEMBL403128,O=S(=O)(NCCNC/C=C\c1ccc(Br)cc1)c1cccc2cnccc12,5.8
CHEMBL1524904,Cl.NCCCCCc1nnc(SCc2ccc(Cl)c(Cl)c2)o1,4.9
CHEMBL1434146,CO[C@@H]1COC(=O)[C@@H](CCSC)NC(=O)C/C=C\[C@@H](C)COC(=O)CCC[C@H]1C,5.4
CHEMBL1502803,COc1cccc(OCC(=O)NC2CCCCC2)c1,4.8
CHEMBL3196654,Cc1ccc(/C=N/n2c(S)nnc2-c2cccs2)cc1,4.95
CHEMBL353846,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,
CHEMBL494979,COc1ccc2c(OCc3nnc4ccc(-c5cc(F)c(F)c(F)c5)nn34)ccnc2c1,4.54
CHEMBL1605818,N=c1[nH]cnc2nn([C@H]3O[C@@H](CO)[C@@H](O)[C@H]3O)nc12,
CHEMBL1406391,COc1ccc(CNC(=O)C2CCN(C(=O)N3CCOc4ccc(C)cc43)CC2)cc1,5.15
CHEMBL1741651,CC(C)[C@@H](OCc1ccccc1)[C@H](C)/C=N\O[C@@H](C)c1cn([C@@H]2COC[C@@H]2O)nn1,
CHEMBL1574196,Cn1c(=O)c(CCc2ccccc2)nc2cnc(Nc3ccccc3)nc21,4.9
CHEMBL1578193,COCCNC(=O)c1ccc2c(c1)ncn2-c1ccc(F)c(F)c1,
CHEMBL1467087,CCCCn1ccnc1C(=O)c1ccc(S(=O)(=O)N(CCOC)CCOC)cc1,4.9
CHEMBL3211369,NC(=O)/C(=N\O)c1ccccc1,
CHEMBL1600019,CCc1ccc(OP(C)(=O)O)cc1.N,
CHEMBL1514683,C=CCOc1ccccc1OC[C@H](O)CNC(C)C,
CHEMBL1388315,Cc1ccc(SCc2nc3ccccc3n2CC(=O)Nc2ccc(Cl)cc2)cc1,
CHEMBL37161,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,
CHEMBL265502,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,
CHEMBL1727177,Cc1noc(C)c1C(=O)N1CCC[C@@]2(CCN(C(=O)NC(C)C)C2)C1,
CHEMBL1612107,O=C(O)CN1CCN(Cc2ccccc2)C1=O,
CHEMBL21731,CNCCCC12CCC(c3ccccc31)c1ccccc12,5.5
CHEMBL1378629,COc1ccc(OC)c(S(=O)(=O)N2CCC(C(=O)Nc3ccc(C)c(C)c3)CC2)c1,5.3
CHEMBL1422860,CC12CCC(C(=O)Nc3ncc([N+](=O)[O-])s3)(OC1=O)C2(C)C,4.8
CHEMBL1554659,N#CCCn1c(=O)c(-c2cc(F)cc(F)c2)nc2cnc(Oc3ccccc3)nc21,
CHEMBL1349639,COC(=O)c1ccccc1OCCCOc1ccc(C=O)cc1OC,
CHEMBL131244,NC1(C(=O)O)CCC1,
CHEMBL1534738,CN(C)C(=O)c1ccc(-c2cc(N(C)Cc3ccco3)ncn2)cc1,
CHEMBL1607250,C[C@@H](Cc1ccc2c(c1)OC(C(=O)[O-])(C(=O)[O-])O2)NC[C@H](O)c1cccc(Cl)c1.[Na+].[Na+],
CHEMBL463783,COc1ccc2nc3cc(Cl)ccc3c(Nc3ccc(O)c(CN4CCN(C)CC4)c3)c2c1,
CHEMBL3208389,Cc1ccc(-c2csc(N/N=C/c3ccco3)n2)cc1,
CHEMBL11919,C[C@H](N)Cc1c[nH]cn1,
CHEMBL1599821,Cc1ccc(C(=O)NCc2ccc(N3CCN(C(=O)OC(C)(C)C)CC3)cc2)cc1,
CHEMBL417675,CCCCCCCCCCCCCCCC(=O)NCCO,
CHEMBL1612296,CC(C)On1c(SC(C)C)nc2ccccc2c1=O,
CHEMBL1447481,COc1ccc2cc(C(=O)CCC(=O)O)ccc2c1,
CHEMBL1405386,CCCCNc1cc(=O)n(C)c(=O)n1C,
CHEMBL1243,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,
CHEMBL1485587,CC(=O)C(N=Nc1ccccc1)(Sc1nnc(-c2ccccc2)n1-c1ccccc1)C(C)=O,
CHEMBL1334985,COC(=O)COc1ccc(/C=C2/SC(=O)N(CC(=O)N3CCCC3)C2=O)cc1Br,
CHEMBL1473875,CN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,
CHEMBL1424437,O=C(Nc1nnc(-c2ccc(Cl)cc2)o1)Nc1ccccc1Cl,
CHEMBL1317234,CC(C)(Oc1ccc([C@@H]2CC2(Cl)Cl)cc1)C(=O)O,
CHEMBL1256391,Cc1ccc(=O)n(-c2ccccc2)c1,
CHEMBL1608366,CC(=O)c1cn(CCNc2ncc(C(F)(F)F)cc2Cl)c(=O)[nH]c1=O,
CHEMBL1324871,COC(=O)[C@@H]1c2cc3c(c(O)c2[C@@H](O)C[C@]1(C)O)C(=O)c1c(O)cc2c(c1C3=O)O[C@H]1O[C@@]2(C)[C@@H](O)[C@H](N(C)C)[C@H]1O,
CHEMBL1311305,O=c1c2ccccc2c(-c2ccccc2)nn1-c1ccc(Cl)c(Cl)c1,
CHEMBL1742063,CN1CCCC2(CCN(C(=O)c3ccco3)CC2)C1,
CHEMBL1397523,CCN=C=NCCCN(C)C,
CHEMBL1441347,CC1=CC(C)(C)N(C)C(=O)N1c1ccc(Cl)cc1,
CHEMBL369379,O=C(O)c1cnc2c(ccc3ncc(C(=O)O)c(O)c32)c1O,
CHEMBL1490223,CC1CCN(C(=O)CSc2nc3cccnc3n2C)CC1,
CHEMBL1339809,CCC(=O)NNC(=O)CCC(=O)Nc1ccccc1,
CHEMBL1469660,COc1ccc(-n2nc3cc(C)c(NC(=S)NC(=O)c4ccccc4C)cc3n2)cc1,
CHEMBL3213877,CCC/N=C/c1c(CCC)nn(-c2nc3ccccc3s2)c1O,
CHEMBL1602112,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(Cc4ccc(Cl)c(C(F)(F)F)c4)c3C[C@H]2CN1C(=O)c1ccccc1,5.9
CHEMBL1741439,O=C(CN(Cc1ccccc1Cl)C(=O)c1ccc(CN2CCOCC2)o1)NCC1CCCO1,4.9
CHEMBL1365848,CCn1c(SCC(=O)Nc2ccccc2C(=O)OC)nnc1-c1ccc(N)cc1,6.2
CHEMBL1458544,Cc1ccc(Nc2nc(-c3sc(NC(=O)c4ccc([N+](=O)[O-])cc4)nc3C)cs2)cc1,5
CHEMBL1486821,CCc1cc2c(nc1CC)CCN(CC/C(C)=N/O[C@@H](C)c1cn([C@H](CO)Cc3ccccc3)nn1)C2,5.5
CHEMBL28140,C[C@@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,
CHEMBL1491853,S=P(C1CCCCC1)(C1CCCCC1)[C@H](c1cccnc1)N1CCCC1,5.5
CHEMBL312448,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,
CHEMBL1520347,O=C(Oc1ccccc1)N1CCC2(CC1)CCN(c1ccccn1)CC2,
CHEMBL18840,NCCc1c[nH]c2ccc(C(N)=O)cc12,
CHEMBL30285,N[C@H](C(=O)O)c1cc(O)no1,
CHEMBL1334543,O=C(c1csnn1)N1CCC2(CC1)CN(c1ccccc1)C2,
CHEMBL1534214,O=C(Nc1ccccc1)N1CCSc2cc(Cl)ccc21,
CHEMBL1426905,CC1CCCN(CCCNC(=O)C2CC(=O)N(c3ccc(F)c(Cl)c3)C2)C1,
CHEMBL1411844,Nc1nc(SCc2ccccc2Cl)cc(C(=O)O)n1,
CHEMBL1498583,CC(=O)Nc1cccn2c(C(F)(F)F)nnc12,
CHEMBL1338051,Cc1nc2cnc(Nc3ccccc3)nc2n(Cc2ccc(F)cc2)c1=O,
CHEMBL1346800,CCCCn1cnc2c(cnn2-c2ccc(F)cc2)c1=O,
CHEMBL3196632,O=C(Cc1cccc2ccccc12)N/N=C/c1ccc(Sc2nc3ccccc3s2)o1,
CHEMBL1310796,CCOc1nc(NCCc2ccc(OC)c(OC)c2)nc(NC(C)(C)CO)n1,4.95
CHEMBL1335806,CC(=O)Nc1ccc(NC(=O)CC2Nc3cccc4cccc(c34)NC2=O)cc1,5
CHEMBL1433668,COCCn1c(=O)c(C)nc2cnc(Nc3cccc(OC)c3)nc21,4.8
CHEMBL1533197,Cn1cc(-c2nc3cnc(Oc4ccccc4)nc3n(CCC#N)c2=O)c2ccccc21,5.1
CHEMBL1490181,Cn1c(SCC(=O)NCc2ccc3c(c2)OCO3)nnc1-c1cc2ccccc2cc1O,6.15
CHEMBL1572029,CC(O)(CS(=O)(=O)Cc1ccc(Cl)cc1)C(=O)Nc1cccc(C(F)(F)F)c1,5.7
CHEMBL1359473,O=C(CCCNS(=O)(=O)c1cccc2nsnc12)NCCc1ccccc1,5.15
CHEMBL9,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,
CHEMBL1598974,Cn1cccc1C(=O)N1CCC2(CCN(Cc3ccc(C#N)cc3)CC2)CC1,
CHEMBL2334764,CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)C[C@@H]2CC[C@H]3N2S(C)(=O)=O)cc1,5.3
CHEMBL3806078,O=C1N[C@H](c2cncc(C#Cc3cncc(F)c3)c2)[C@@H](c2ccc(F)cc2)O1,
CHEMBL3616847,N[C@@]1(C(=O)O)C[C@@H](Sc2nnc[nH]2)[C@H]2[C@H](C(=O)O)[C@H]21,
CHEMBL2387600,O=c1[nH]c2cc(Cc3ccccc3)ccc2c2[nH]c(-c3ccccc3Cl)nc12,
CHEMBL1934810,O=c1[nH]c2cc(Br)ccc2c2[nH]c(-c3ccccc3Cl)nc12,4.62
CHEMBL1350243,COc1ccc(C(C(=O)NC2CCCCC2)N(C(=O)CCCC(=O)Nc2ccccn2)c2ccc3c(c2)OCCO3)cc1,5.9
CHEMBL3199657,C/C(=N\NC(=O)CC1N=C(Cc2ccccc2)NNC1=O)c1ccc(Cl)cc1Cl,5.9
CHEMBL1482676,O=C(COc1ccc([N+](=O)[O-])cc1)NCc1ccccc1,
CHEMBL451226,O=C(O)CC[N+](=O)[O-],
CHEMBL945,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,
CHEMBL3189288,COC(=O)/C(=C\C(=O)c1ccccc1)Nc1cccc(C(F)(F)F)c1,
CHEMBL1544981,O=C(CCC(=O)Nc1ccccc1)NNC(=O)c1cccs1,
CHEMBL3209203,O=C(Cc1cccs1)N/N=C/C(Br)=C/c1ccccc1,
CHEMBL1382099,CC(C)(C)CC(=O)NC(=S)N1CCCCCC1,4.9
CHEMBL1386373,COc1ccc(S(=O)(=O)NC(CC(=O)NC2CCCC2)c2ccco2)cc1,4.85
CHEMBL1490904,CC(C)(C)c1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1,6
CHEMBL1396010,Cn1cccc1C(=O)N1CCC2(CCCN(c3ccccn3)C2)CC1,4.7
CHEMBL1782308,CCc1c(C)nc(-c2ccc(F)s2)nc1Nc1ccc(CC(=O)O)cc1F,
CHEMBL1318293,CN1CCN(c2ncnc3ccc(-c4ccccc4C#N)cc23)CC1,4.8
CHEMBL1476511,COc1ccc(NC(=O)N2CCCC3(CCN(S(=O)(=O)c4ccccc4)CC3)C2)cc1,5.1
CHEMBL1593751,CC1CCC2C(=O)N3C(CCC(C)[C@@H]3c3cccc(N4CCOCC4)c3)C(=O)N2C1c1cccc(Br)c1,7.6
CHEMBL1366766,CCCNC(=O)OC[C@@H]1O[C@H](CCO/N=C2\c3cc(OC)ccc3O[C@H](c3cccc(OC)c3)[C@H]2O)C=C[C@@H]1Oc1ccc(OC)cc1,5.3
CHEMBL1554937,CN(C)C(=O)c1ccc(-c2ccc3ncnc(N4CCOCC4)c3c2)cc1,4.8
CHEMBL1782567,CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3ccnc(C(F)(F)F)c3)CC2)(C(C)C)C1,
CHEMBL1457550,CCN(Cc1ccncc1)C(=O)[C@@H](CO)c1ccccc1,5.5
CHEMBL1397782,CCc1cccc2nc3c(c([Si](CC)(CC)CC)c12)Cn1c-3cccc1=O,5.7
CHEMBL1337755,CON(C)C(=O)c1nnc2c3ccccc3n(S(=O)(=O)c3ccc(C)cc3)c2n1,5.4
CHEMBL491939,COc1ccc(CNc2ncnc3ccc(-c4cccc(C#N)c4)cc23)c(OC)c1,5.8
CHEMBL1437906,Cn1cccc1C(=O)N1CCC2(CCN(Cc3ccncc3)CC2)CC1,4.9
CHEMBL1592220,N#Cc1cccc(NC(=O)N2CCCC3(CCN(C(=O)c4ccco4)CC3)C2)c1,5.3
CHEMBL1441920,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@H]2c3cccc4c3c(cn4C)C[C@@H]21,5.3
CHEMBL14690,N=C(NCc1ccc(Cl)cc1)SCCCc1c[nH]cn1,5.8
CHEMBL1434595,CC(=O)O[C@H]1C[C@@]2(C)[C@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)[O-].[Na+],
CHEMBL1741895,C[C@H](Br)C(=O)N[C@H](CO)C(=O)O,
CHEMBL1551578,O=C(c1cnccn1)N1CCC2(CCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)CC1,5.6
CHEMBL1557202,CC[C@@H]1OC(=O)[C@H](C)[C@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@H](C)O2)[C@H](C)[C@H](O[C@@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@](C)(O)C[C@H](C)/C(=N\OCOCCOC)[C@H](C)[C@H](O)[C@]1(C)O,4.9
CHEMBL1445337,CCn1ccc(C(=O)NC2C(=O)N3C(C(=O)O)=C(C)CSC23)n1,
CHEMBL1598909,S=C(Nc1ccc(Cl)cc1Cl)NC1CCCCC1,
CHEMBL1436228,CC(=O)N1CCC2(CC1)CCN(c1ccc(-c3ccccc3)cc1)CC2,
CHEMBL1567416,CCN1CCN(Cc2cc(OC)c(OC)cc2[N+](=O)[O-])CC1,
CHEMBL1367623,COc1ccc(C[C@@H]2NC[C@H](O)[C@@H]2OC(C)=O)cc1,
CHEMBL1406274,CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21.Cl,4.4
CHEMBL1450117,CO[C@@H]1COC(=O)[C@H](Cc2ccccc2)NC(=O)C/C=C\[C@@H](C)[C@H](OC)COC(=O)[C@@H](C)NC(=O)C/C=C\[C@H]1C,
CHEMBL1307425,O=C1C(Cc2ccccc2)C(c2ccccc2)N1c1ccccc1,
CHEMBL2397193,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)C)n1,
CHEMBL1380424,O=C(CC(NS(=O)(=O)c1ccc(Cl)cc1)c1ccco1)NCc1ccco1,4.85
CHEMBL2397186,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C)n1,
CHEMBL1512817,CCCC[C@@H]1C[C@H]1C(NC(=O)Cc1ccccc1)c1ccc(-c2ccccc2)cc1,4.9
CHEMBL1256620,C=C(C)[C@@H]1CC=C(C(=O)O)CC1,
CHEMBL12856,Nc1cc(-c2ccncc2)c[nH]c1=O,5.5
CHEMBL1414001,CCCN(CCC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccccc1,
CHEMBL1514129,Cc1noc(C)c1-c1ccc2ncnc(NC3CC3)c2c1,4.9
CHEMBL1741956,CCCCOc1ccccc1N,
CHEMBL1536680,Cc1nnc(SCc2ccc(F)cc2Cl)s1,
CHEMBL1595551,CC(=O)Nc1ccc(N2CCCCC2)c(C(=O)Nc2cccc(C)c2)c1,4.65
CHEMBL1326753,O=C1COc2ccc(NC(=O)N3CCN(c4ccccc4Cl)CC3)cc2N1,
CHEMBL1431551,CC(C)(C)NC(=O)NC(=O)CSc1nnc2ccccn12,
CHEMBL1574390,O=c1c(-c2ccccc2)nc2cnc(N3CCOCC3)nc2n1CCc1ccccc1,4.5
CHEMBL1364955,COc1ccccc1C(c1nnnn1C(C)(C)C)N1CCCc2ccccc21,5
CHEMBL1562937,CCOC(=O)C1CCN(C(=O)C23CC4CC(CC(C4)C2)C3)CC1,4.4
CHEMBL1335644,c1ccc(-n2cnc3cc(NCc4cccs4)ccc32)cc1,5.15
CHEMBL1364776,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC2(CC1)CCN(c1ncccn1)CC2,
CHEMBL1375286,Cc1ccccc1CSc1nccn1-c1ccccc1,5.3
CHEMBL1591635,CCNc1ncc2nc(CCc3ccccc3)c(=O)n(C3CC3)c2n1,4.8
CHEMBL1355783,O=C1c2ccccc2[C@@H]([C@@H]2c3ccccc3C(=O)c3cc(Br)ccc32)c2ccc(Br)cc21,
CHEMBL1438371,c1csc(CNc2nc(-c3ccoc3)nc3ccccc23)c1,5.1
CHEMBL1547700,COc1ccc2nc(O)c(CN(CCO)C(=O)c3cccs3)cc2c1,4.8
CHEMBL1315690,COCCn1c(=O)c(-c2cccc(C#N)c2)nc2cnc(N3CCNCC3)nc21,4.7
CHEMBL1355651,Cc1noc(C)c1C(=O)N1CCC2(CCN(C(=O)Nc3ccccc3)CC2)CC1,
CHEMBL137246,O=C(CSc1nc2ccccc2s1)c1sc2sc3ccccc3[n+]2c1O,
CHEMBL1566081,CCC(=S)/C=C1\Sc2ccccc2N1CCCS(=O)(=O)[O-].[Na+],
CHEMBL1347631,CCOc1ccc(Cl)cc1CNCCNCCO.Cl,
CHEMBL1449884,COc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1cccc(F)c1)CC2,
CHEMBL1742289,Nc1c(Cl)ncnc1N1CCOCC1,
CHEMBL8809,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,
CHEMBL1521273,COc1cccc(-c2cc(C(F)(F)F)nc(N3CCN(c4ccccc4)CC3)n2)c1,
CHEMBL105457,C[C@H]1OC[C@@H](C[N+](C)(C)C)O1,
CHEMBL1328907,CNC(=O)C1(C)C=CC2(CCCCC2)N1C(C)=O,4.8
CHEMBL1316779,COc1cccc(Nc2ncc3nc(CCc4ccccc4)c(=O)n(CCC#N)c3n2)c1,5.7
CHEMBL1486930,C/C(=C\C1CCCCC1)C(NC(=O)c1ccc(C(F)(F)F)cc1)c1ccc(-c2ccccc2)cc1,4.9
CHEMBL25028,CS(C)(=O)=O,4.7
CHEMBL1433898,COCCn1c(=O)c(-c2cc(F)cc(F)c2)nc2cnc(Oc3cccc(Cl)c3)nc21,5
CHEMBL1328910,C[C@@H](C(=O)NCCc1c[nH]c2ccccc12)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,5.5
CHEMBL1556218,COC(=O)N1CCC2(CC1)CCN(C(c1ccccc1)c1ccccc1)CC2,4.9
CHEMBL1517172,Fc1ccc(C(OCCN2CCN(C/C=C\c3ccccc3)CC2)c2ccc(F)cc2)cc1,4.8
CHEMBL1551479,COc1ccc(Oc2ncc3nc(C)c(=O)n(CCc4ccccc4)c3n2)cc1,6.1
CHEMBL1370338,COC(=O)[C@@H]1C[C@@]2(O)[C@H](O)[C@H](O)[C@H](O)C[C@H]2N1Cc1ccc(-c2ccccc2)cc1,4.8
CHEMBL1556283,COCC(=O)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,
CHEMBL2322445,CCc1nc2ccn(Cc3ccccc3C#N)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,
CHEMBL1581163,CC(C)CC1NC(=S)N(C2CCCCC2)C1=O,4.7
CHEMBL1557318,O=C(C1CCN(S(=O)(=O)c2cccc3nsnc23)CC1)N1CCN(c2ccccc2F)CC1,
CHEMBL1398126,Cl.N=C(N)NC(=O)c1nc(Cl)c(N)nc1N.O.O,
CHEMBL1742252,CSCC[C@@H](N)P(C)(=O)O,
CHEMBL1593558,N=C(N)N1CCc2ccccc2C1.N=C(N)N1CCc2ccccc2C1.O=S(=O)(O)O,
CHEMBL1742193,CC(=O)Nc1ccc2c(c1)OCCOCCOc1cc(NC(C)=O)ccc1OCCOCCOCCO2,
CHEMBL1395196,C[C@@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@H]1CC[C@H]2O,
CHEMBL1721518,COc1ccc(Oc2nc(C)cc(C)c2S(C)(=O)=O)cc1,
CHEMBL1741604,CN1CCN(NC(=O)c2ccccc2F)CC1,
CHEMBL1741609,COc1ncc2nc(C)c(=O)n(C)c2n1,
CHEMBL1327758,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]21,
CHEMBL1372176,C[C@@H]1c2cccc(O)c2C(=O)C2=C(O)[C@@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,
CHEMBL1596698,O=C(N/N=C\c1ccc2c(c1)CCC2)c1ccccc1O,
CHEMBL1488819,Cn1c(=O)c2c(ncn2C[C@@H](O)CO)n(C)c1=O,
CHEMBL3209589,CC(C)(C)NC(=O)C(=O)N/N=C/c1ccc(Br)cc1,
CHEMBL1742207,CC(C)(CC(=O)Nc1ccccc1)C(=O)O,
