Molecule ChEMBL ID,Smiles,pChEMBL Value
CHEMBL1530280,CCn1c(-c2nonc2NC(=O)c2ccccc2)nc2ccccc21,5.5
CHEMBL471067,COc1cc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc3c(c2)OCO3)cc(OC)c1OC,
CHEMBL1454402,CC(=O)c1c(C)[nH]c(C(=O)COc2ccc(C#N)cc2)c1C,5.5
CHEMBL1489263,CCN(C(S)=Nc1ccccc1F)C1CCCCC1,4.85
CHEMBL1453591,Clc1ccc(CSc2nnc(-c3sccc3-n3cccc3)o2)cc1,5.2
CHEMBL290591,,
CHEMBL1377727,COc1ccccc1CNc1cc(-c2cccnc2)ncn1,6.2
CHEMBL1741573,Cc1onc(-c2ccccc2Cl)c1C(=O)NCC(=O)O,
CHEMBL1354913,COc1ccc(-c2cnnc(CCCn3ccnc3-c3ccccc3)n2)cc1,5.2
CHEMBL1356733,Cc1noc(C)c1-c1nc(NCCN2CCOCC2)c2ccccc2n1,4.9
CHEMBL3214608,CCN(CC)C(=O)C(=O)N/N=C/c1cccs1,
CHEMBL1596066,O=C(CCc1ccccc1)NNC(=S)NC(=O)c1ccccc1,
CHEMBL1071,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,
CHEMBL1396171,COc1cccc(-c2nccc(NC3CCNCC3)n2)c1,
CHEMBL1473715,c1ccc(C(c2ccccc2)N2CC3(CCNCC3)C2)cc1,
CHEMBL1496769,O=C(Nc1cccc2ccccc12)c1nn(C23CC4CC(CC(C4)C2)C3)cc1Br,
CHEMBL1689015,O=C1[C@@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)CCN1c1ccc2c(c1)CCNC2,
CHEMBL1551122,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(CCN4CNCC4=O)c3C[C@H]2CN1C(=O)c1ccccc1,5.7
CHEMBL1314247,Cc1noc(C)c1-c1nc(NCc2cccnc2)c2ccccc2n1,5.7
CHEMBL1608678,CCCc1cc2c(n1Cc1ccc(C)cc1)C(C)C1CN(C(=O)c3ccccc3)C(C)(C(=O)OC)C21,5.5
CHEMBL1415221,Cn1c(S)nnc1-c1sccc1OCc1ccccc1,
CHEMBL1542383,Cc1ccsc1/C=C1/SC(=O)N(CC(=O)N2CCOCC2)C1=O,
CHEMBL1360778,C[C@@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@H](O)C[C@]2(C)[C@@H]1CC[C@]2(O)C(=O)CO,
CHEMBL1469034,C=CCSc1ccsc1C(=O)O,
CHEMBL1418379,C=CCNC(=O)C1CCN(S(=O)(=O)CC)CC1,
CHEMBL1321005,C[C@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1,
CHEMBL1324162,COC(=O)Cn1c(CN(Cc2ccccc2)Cc2ccccc2)nc2c1c(=O)[nH]c(=O)n2C,4.55
CHEMBL1470219,Cc1ccc(C)c(NC(S)=NNC(=O)c2ccc(Br)o2)c1,4.85
CHEMBL1323391,Cc1cc2nnc(SCCCCN3C(=O)c4ccccc4C3=O)n2c2ccccc12,5.2
CHEMBL1516476,C[N+]1(C)CCc2cc3c(cc2[C@@H]1[C@@H]1C(=O)Oc2c1ccc1c2OCO1)OCO3,4.8
CHEMBL1475627,COc1ccc(NC(=O)N2CC[C@@]3(CCCN(C(=O)c4ccncc4)C3)C2)cc1,4.8
CHEMBL1537973,O=C(O)c1ccccc1C(=O)NNc1ccc(F)cc1,4.95
CHEMBL1578011,Cc1nc(NC(=O)c2ccccc2)sc1-c1csc(Nc2cccc(F)c2)n1,5
CHEMBL2165505,Fc1ccc2[nH]ccc2c1-c1nc(N2CCOCC2)c2sc(CN3CCN4CCOC[C@H]4C3)cc2n1,
CHEMBL2165510,Cn1ccc2c(-c3nc(N4CCOCC4)c4sc(CN5CCN(C(C)(C)C(N)=O)CC5)cc4n3)cccc21,
CHEMBL2181525,CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(c2cccnn2)C3)cc1,
CHEMBL2206420,Cc1nc2ccc3c(=O)cc(-c4ccc(N5CCCC5)cc4)oc3c2[nH]1,
CHEMBL2171393,CC(C)(C)[C@@H](O)COc1cc(C(=O)N[C@@H](CC(=O)O)c2ccc(Cl)cc2Cl)nn1-c1ccccc1F,
CHEMBL156455,,
CHEMBL81977,NC(=O)c1cccc(N)c1,
CHEMBL2431457,COc1c(NC(=O)c2ccc(NS(C)(=O)=O)cc2)cc(-c2ccc[nH]c2=O)cc1C(C)(C)C,
CHEMBL2441208,O=C(Nc1ccc(N2CCN(C(=O)Nc3ccccc3Cl)CC2)nc1)c1oc(N2CCCCC2)nc1C(F)(F)F,5.3
CHEMBL2448706,CN(CC(O)COc1ccc2cc(Br)ccc2c1)C1CCCCC1,
CHEMBL404520,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,
CHEMBL2425602,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(C(C)(C)O)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,5.62
CHEMBL1435118,,
CHEMBL1456388,CC(=O)N1CC=CC1(C)C(=O)NCc1cc(F)cc(C(F)(F)F)c1,4.8
CHEMBL3092203,CS(=O)(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c(F)c1,
CHEMBL1601019,O=C(c1cccc(F)c1)N1CCC2(CCCN(c3ccncc3)C2)CC1,4.9
CHEMBL1574278,COc1ccc(C(=O)CCN(C)C)c2ccccc12,6.5
CHEMBL310396,O=C1C=CC(=O)c2c(O)c(Cl)c(Cl)c(O)c21,4.5
CHEMBL1509442,CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1,4.6
CHEMBL1512208,Cc1nc(NC2CCCCC2)c2nc(-c3ccccc3)n(CCN3CCCCC3)c2n1,5.1
CHEMBL1445913,NNC(=O)CNc1cccc(Br)c1,5.6
CHEMBL15770,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,4.8
CHEMBL1435447,Cc1cnc(CNc2ncnc3ccc(-c4cccc(NS(C)(=O)=O)c4)cc23)cn1,4.9
CHEMBL1590013,COC(=O)[C@@H]1C[C@H]2CC[C@H](O)C[C@H]2N1Cc1c(F)cccc1Cl,4.8
CHEMBL1407527,O=C(c1cnccn1)N1CCC[C@@]2(CCN(c3cccc(-c4ccccc4)c3)C2)C1,5.4
CHEMBL1316402,CN(C)c1ccc(-c2cc(NCc3cccnc3)ncn2)cc1,5.5
CHEMBL1487070,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(CCN4CNCC4=O)c3C[C@H]2CN1C(=O)c1ccccc1,5.6
CHEMBL1565578,Nc1ccccc1C#Cc1ccccc1,4.8
CHEMBL1512562,COc1cccc(-c2nc(N(C)C)c3ccccc3n2)c1,5.3
CHEMBL1473252,Cc1c(S(=O)(=O)[O-])oc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C.[Na+],5
CHEMBL1399927,CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C(N)C1.O=C(O)C(O)C(O)C(=O)O,4.6
CHEMBL1314789,CS(=O)(=O)O.CSc1ccc2c(c1)[C@H](N1CCN(C)CC1)Cc1ccccc1S2,4.7
CHEMBL287689,O=C1C(O)=C(C(C2=C(O)C(=O)c3ccccc3C2=O)c2ccc(Cl)cc2)C(=O)c2ccccc21,5.5
CHEMBL1555028,CN(C)C(=O)c1ccc(-c2nccc(NCc3ccccc3)n2)cc1,4.7
CHEMBL1320922,CN[C@@H](c1ccncc1)[C@@H](NC)c1ccncc1,5.3
CHEMBL1446139,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC[C@@]2(CCN(c3ccncc3)C2)C1,5.2
CHEMBL1400169,COC(=O)c1ccc(C23CC4(C2)[C@@H](c2ccccc2)N(Cc2cccnc2)C[C@@H]4C3c2ccc(Cl)nc2)cc1,5.4
CHEMBL1593866,CCN(CC)CCCn1c(-c2ccccc2)nc2c(N(CCOC)CCOC)nc(C)nc21,4.7
CHEMBL1327624,COC1/C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C/C(C)C(O)[C@@H](C)C(O)C(C)[C@@H](OC(C)=O)C1C,5.1
CHEMBL1439903,COC(=O)C1=C(C)N(Cc2ccccc2)C2=C3C(=O)CCCC3[C@@](O)(C(=O)OC)C(=O)N2C1c1ccccc1,5.4
CHEMBL294009,O=c1c(O)c(-c2ccccc2)oc2ccccc12,4.6
CHEMBL1513812,COc1ccc(NC(=O)N2CC3(CCN(C(=O)c4ccncc4)CC3)C2)cc1,4.8
CHEMBL1417771,COc1ccc2[nH]cc(CCNc3ncncc3-c3ccc4c(c3)OCO4)c2c1,6.3
CHEMBL1593663,CCNc1ncc2nc(CCc3ccccc3)c(=O)n(-c3ccc(OC)cc3)c2n1,5.2
CHEMBL1356256,COc1ccc(-n2c(=O)c(C)nc3cnc(Nc4ccccc4)nc32)cc1,4.9
CHEMBL1369874,CC1CCC2C(=O)OC(CN=[N+]=[N-])CN2C1c1ccc(Br)cc1,5.4
CHEMBL1484614,COc1ccc(Oc2ncc3nc(C)c(=O)n(C)c3n2)cc1,4.6
CHEMBL1356199,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1.Cl.Cl,5.6
CHEMBL241858,COc1ccc(CC(=O)c2ccc(O)cc2O)cc1,4.9
CHEMBL1377805,COC(=O)C1=C(C)N(Cc2ccccc2)c2c(C(=O)OC)c(C(=O)OC)c(C(=O)OC)c(=O)n2C1c1ccccc1,5.3
CHEMBL1568520,CC(=O)N1[C@H](C)C=C[C@]1(Cc1ccccc1)C(=O)NCCN1CCOCC1,4.9
CHEMBL1339169,CC(=O)OC1CCC2(C)C3CCC4(C)C(CC5CCCCC54C(C)=O)C3CC(=O)[C@@]2(O)C1,5
CHEMBL1557657,COCC(=O)N1CCC2(CCCN(Cc3ccncc3)C2)CC1,4.9
CHEMBL1551981,CN(C(=O)c1ccc(Cl)c(Cl)c1)[C@H]1CCCC[C@@H]1N1CCCC1,5.1
CHEMBL1397106,COC(=O)C/C=C\[C@@H](C)[C@@H](/C=N\OC[C@@H](C)[C@H](OCc1ccccc1)C(C)C)NS(=O)(=O)c1ccc(C)cc1,5.4
CHEMBL1475574,O=C(c1ccco1)N1CCC2(CC1)CCN(c1ncccn1)CC2,5.6
CHEMBL1558620,COc1ccc(C(=O)N2CCC[C@@]3(CCN(C(=O)Nc4cccc(C#N)c4)C3)C2)cc1,5.1
CHEMBL1457550,CCN(Cc1ccncc1)C(=O)[C@@H](CO)c1ccccc1,5.3
CHEMBL1475541,CN(C)C(=O)c1ccc(-c2cncnc2-n2ccnc2)cc1,5
CHEMBL1515018,CC(C)=CCC/C(C)=C/C=C/C1=CC2(C)CC1(C)C(/C=C(\C)CCC=C(C)C)CC2=O,5.4
CHEMBL1335220,Cn1ncc2c(Nc3cccc(Cl)c3)nc(Nc3cccc(Cl)c3)nc21,5.2
CHEMBL3785177,O=C(NCc1cc(Cl)ccc1-n1cnnn1)[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@H](O)c1ccccc1,
CHEMBL3787167,O=C(NCc1cc(Cl)ccc1-n1cnnn1)[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@H](O)c1cccc(Cl)c1,
CHEMBL1518067,COc1cccc(Nc2ncc3ncc(=O)n(CCC#N)c3n2)c1,4.8
CHEMBL1512676,Cc1noc(C)c1C(=O)N1CCC2(CCN(Cc3ccncc3)CC2)CC1,4.9
CHEMBL1450993,CS(=O)(=O)N1CCC2(CCCN(C(=O)Nc3cccc(F)c3)C2)CC1,4.7
CHEMBL1320919,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC2(CC1)CN(c1ccccc1)C2,5.4
CHEMBL1320903,Cc1cnc(CNc2ncnc3ccc(-c4ccccc4C#N)cc23)cn1,5.4
CHEMBL3787323,CC1(C)CCC(C)(C)c2cc(C3(c4ccc(CCC(=O)O)cc4)SCCS3)ccc21,5.12
CHEMBL1579403,Cc1ccccc1N.Cl,4.6
CHEMBL1452876,C/C=C1\C(=O)C[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3CC[C@@]12C,5.5
CHEMBL1316368,CCCN[C@@H](C)C(=O)Nc1c(C)csc1C(=O)OC,5
CHEMBL98572,CCCCCCN(CCCCCC)C(=O)Cc1c(-c2ccc(Cl)cc2)[nH]c2ccc(Cl)cc12,4.9
CHEMBL3787478,O=C(NCc1cc(Cl)ccc1-n1cnnn1)[C@@H]1C[C@H]2C[C@H]2N1C(=O)[C@H](O)c1cccc(F)c1,
CHEMBL1667967,O=c1[nH]ccc2cc(O[C@H]3CCCNC3)ccc12,
CHEMBL1667965,c1ccc(CN2CCC[C@H](Oc3ccc4cnccc4c3)C2)cc1,
CHEMBL1923124,O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1ccnc2ccccc12)C1CC1,
CHEMBL218650,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,
CHEMBL484029,CC(C)CC(=O)c1c(O)cc(O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,
CHEMBL3400445,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NC(=O)CCc2ccccc2)C(C)C)ccc1OC,5.51
CHEMBL3400440,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NC(=O)C2CCOCC2)C(C)C)ccc1OC,
CHEMBL2207043,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,
CHEMBL2207042,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,
CHEMBL3400449,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NC(=O)OCC2CCCCC2)C(C)C)ccc1OC,5.47
CHEMBL3330060,N#C[C@@H]1C[C@H](F)CN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,4.25
CHEMBL3422241,Cc1coc([C@H]2C[C@H]3[C@@H](C)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)n1,
CHEMBL1532939,CC(C)Nc1nc(NC(C)(C)C)nc(Oc2ccc(=O)n(-c3ccccc3)n2)n1,4.9
CHEMBL329872,COc1ccc(C(=O)Nc2cc(OC)cc(OC)c2)cc1,4.85
CHEMBL1530189,CCc1ccc(C(=O)CN(C#N)c2nc(C)cc(C)n2)cc1,4.6
CHEMBL1473116,CN1[C@@H](C[C@H](O)c2ccccc2)CCC[C@@H]1C[C@@H](O)c1ccccc1,
CHEMBL1329939,Cc1ccc(S(=O)(=O)N[C@H]2COC(=O)C/C=C\[C@@H](C)COC(=O)C/C=C\[C@@H]2C)cc1,
CHEMBL1398063,,
CHEMBL1437753,COc1cc2c(cc1O)C[C@@H]1c3c(cc(O)c(OC)c3-2)CCN1C,
CHEMBL1720191,Cc1ccc(C(=O)CSc2nc(C)cc(O)n2)cc1,
CHEMBL1741424,OC[C@@H]1O[C@H](O)[C@@H](Cl)[C@H](O)[C@@H]1O,
CHEMBL11684,CC1(C)Oc2ccc(C#N)cc2[C@H](N2CCCC2=O)[C@H]1O,
CHEMBL1381829,CSC1=C(C#N)C(c2ccccc2Cl)C2=C(O)c3ccccc3C2=N1,
CHEMBL1394456,CC(C)CO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C(C)(C)C)C(=O)[C@H]3CC[C@@H]12,
CHEMBL1594076,CC(C)(C)c1ccc(CN2CCN([C@H](c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,
CHEMBL1417013,C=C(Br)CN(C)CC(=C)Br,
CHEMBL1445737,C#CCn1c(S(=O)(=O)Cc2ccc(OC)cc2)nc(-c2ccccc2)c1-c1ccccc1,5.2
CHEMBL168972,c1ccc2c(c1)CCCc1cc(NCCN3CCOCC3)nnc1-2,5.2
CHEMBL1590334,O=C(O)c1ccccc1/C=N\N=C1c2ccccc2-c2ccccc21,
CHEMBL1742148,O=C(NCNC(=O)N[C@H]1C(=O)NC(=O)N1CO)N[C@H]1C(=O)NC(=O)N1CO,
CHEMBL1356023,CCc1cc2c(nc1CC)CCN(CC/C(C)=N/O[C@@H](C)c1cn([C@@H]3COC[C@@H]3O)nn1)C2,
CHEMBL1382355,CC(C)=CC(=O)Nc1nnc(C(C)C)s1,
CHEMBL1079896,O=C(N[C@H](CNC[C@@H](Cc1ccccc1)NC(=O)OCc1nccs1)Cc1ccccc1)OCc1cncs1,7.05
CHEMBL1081874,CCN(C[C@@H](Cc1ccccc1)NC(=O)OCc1cncs1)C[C@@H](Cc1ccccc1)NC(=O)OCc1nccs1,6.96
CHEMBL1077933,CC(C)CCN(C[C@@H](Cc1ccccc1)NC(=O)OCc1cncs1)C[C@@H](Cc1ccccc1)NC(=O)OCc1nccs1,7.3
CHEMBL1081514,CCN(CC(CC(=O)OC)NC(=O)OCc1cncs1)CC(CC(=O)OC)NC(=O)OCc1nccs1,7.06
CHEMBL1210614,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(S(F)(F)(F)(F)F)c3)C2)n1C,
CHEMBL1208964,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(NC5CCN(C)CC5)c4)ccc32)sc1C(N)=O)c1ccccc1Cl,5.33
CHEMBL1170396,c1cc2[nH]ncc2cc1N1CCNCC1CC1CCOCC1,
CHEMBL1172882,Oc1cccc(-c2ccc(Cc3ccncc3)cc2)c1,6.27
CHEMBL2165508,CC(C)(C(N)=O)N1CCN(Cc2cc3nc(-c4c(F)cc(F)c5[nH]ccc45)nc(N4CCOCC4)c3s2)CC1,6.22
CHEMBL4098711,COc1cc(O)c(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)cc1OC,
CHEMBL4074089,COc1ccc(-c2csc3nc(C(=O)NCc4cccc(OCCOc5nc[nH]n5)c4)[nH]c(=O)c23)cc1,
CHEMBL2324124,Cn1cc(-c2cnc3ccc4ccc(CS(=O)(=O)N[C@@H]5CCCC[C@H]5N)cc4c(=O)c3c2)cn1,
CHEMBL4094958,COc1cccc2nccc(Nc3cc(-c4nc(C)ccc4F)ncc3C)c12,5.2
CHEMBL569628,COc1ccc(CCN2C(=O)N(NS(=O)(=O)Cc3ccccc3)C[C@@H]2c2ccc(OC)cc2)cc1,
CHEMBL594344,Fc1cc(F)cc(Cn2ccc3cnc(Nc4ccc(N5CCNCC5)cc4)nc32)c1,
CHEMBL4081952,Cc1ccc(-c2ccc(C(=O)N[C@H](C(=O)NO)C(C)(C)NS(C)(=O)=O)cc2)cc1,
CHEMBL3613349,O=C(NCCNC(=O)c1ccc(-c2ccccc2)cc1)c1ccc(O[C@H]2C3CC4CC2C[C@](C(=O)O)(C4)C3)cc1,
CHEMBL4078593,COc1cc(-c2cccc(F)c2)c(Cl)cc1-c1nccc2cc(S(=O)(=O)Nc3ncccn3)ccc12,
CHEMBL3687604,COc1cc(-c2cccc(F)c2)c(Cl)cc1-c1nccc2cc(S(=O)(=O)Nc3ncns3)ccc12,
CHEMBL4092695,COc1cc(-c2cccc(F)c2)c(Cl)cc1-c1nccc2cc(S(=O)(=O)Nc3ncco3)ccc12,
CHEMBL3608915,COC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc(-c2ccc(NC(=O)[C@@H]3CCCN3C(=O)[C@H](NC(=O)OC)c3ccccc3)cc2F)c(F)c1)c1ccccc1,5.61
CHEMBL3617983,COC(=O)C(Cn1ccnc1)NC(=O)c1c(C)nn(-c2ccccc2)c1Cl,5.93
CHEMBL3617986,Cc1nn(-c2ccccc2)c(Cl)c1C(=O)NC(Cn1ccnc1)C(=O)OC(C)C,5.31
CHEMBL1160723,CC(C)NC[C@H](O)c1ccc(O)c(O)c1,5.3
CHEMBL1512909,C=C/C1=C/Cc2ccccc2C(C[N+](=O)[O-])C(C(=O)OC)(C(=O)OC)C1,5.5
CHEMBL1315609,CN(Cc1ccco1)c1ncnc2ccc(-c3cccnc3)cc12,5.4
CHEMBL12014,Cc1nccc2c1[nH]c1ccccc12,5.4
CHEMBL1361552,CC(=O)NCCNc1nc(-c2ccc(N(C)C)cc2)nc2ccccc12,5
CHEMBL1530645,COc1ccccc1-c1cncnc1NCc1cccnc1,6.3
CHEMBL1078052,,
CHEMBL1436333,CC1(C)C(=O)C2C[C@]3(O)C4=CC(=O)OC(c5ccoc5)[C@]4(C)CCC3[C@](C)(C2=O)C1CC(=O)O,4.6
CHEMBL1554960,COc1ccccc1-c1nc(N(C)C)c2ccccc2n1,4.8
CHEMBL1551066,c1ccc(N2CCCC3(CCNCC3)C2)cc1,4.6
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,5.3
CHEMBL512126,COCCN1CCC(c2cc(C)c3nc(-c4c(NC[C@@H](O)c5ccc(OC)c(Cl)c5)cc[nH]c4=O)[nH]c3c2)CC1,5.11
CHEMBL1683443,C[C@@H](C[C@@H](CS(=O)(=O)N1CCN(c2ccc(F)cc2)CC1)N(O)C=O)c1ncc(F)cn1,8.85
CHEMBL1615186,C[C@@H](C[C@@](C)(CS(=O)(=O)N1CCC(OCc2ccc(Cl)cc2Cl)CC1)N(O)C=O)c1ncc(F)cn1,
CHEMBL1593861,COCC(=O)N1CCC[C@@]2(CCN(c3ccncc3)C2)C1,4.8
CHEMBL1397106,COC(=O)C/C=C\[C@@H](C)[C@@H](/C=N\OC[C@@H](C)[C@H](OCc1ccccc1)C(C)C)NS(=O)(=O)c1ccc(C)cc1,5.4
CHEMBL2204360,,
CHEMBL1672630,O=C(Nc1cnc(-c2ccncc2F)c(-c2ccncc2)n1)C1CC1,6
CHEMBL14145,c1ccc(-c2c[nH]cn2)cc1,4.23
CHEMBL1435908,C/C(CCN1CCCc2nc(C)c(C)cc21)=N\O[C@@H](C)c1cn([C@H](CO)Cc2ccccc2)nn1,5.3
CHEMBL1321510,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)CSc3ccncc3)[C@@H]2SC1.[Na+],4.5
CHEMBL1452080,COC(=O)c1ccc(C23CC4(C2)[C@@H](c2ccccc2)N(C)C[C@@H]4C3c2ccccc2)cc1,4.9
CHEMBL2373557,COC(=O)C1=C(C)N(Cc2ccccc2)[C@]23O[C@](C(=O)OC)(C(=O)N2C1c1ccccc1)C1C(=O)N(C)C(=O)C13,5.6
CHEMBL1436355,COc1cccc(-c2nccc(NCc3cccs3)n2)c1,5.3
CHEMBL1413340,O=C(c1cnccn1)N1CCC2(CCCN(c3cccc(-c4ccccc4)c3)C2)CC1,5.7
CHEMBL1514931,[NH-]S(=O)(=O)Cc1noc2ccccc12.[Na+],4.5
CHEMBL1256696,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,5.4
CHEMBL81,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,5.9
CHEMBL1435033,CCCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)C[C@H]1C,5.5
CHEMBL60518,Ic1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,4.4
CHEMBL1519326,COc1ccc(NC(=O)N2CCCC3(CCN(C(=O)c4cccc(F)c4)CC3)C2)cc1,4.8
CHEMBL273490,CSc1ccc2c(c1)[C@H](N1CCN(C)CC1)Cc1ccccc1S2,4.9
CHEMBL1200948,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21.O=C(O)/C=C\C(=O)O,4.7
CHEMBL1597107,COCCn1c(=O)c(CCc2ccccc2)nc2cncnc21,5.1
CHEMBL1014,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,4.9
CHEMBL2381079,O=C(c1nc(OC(F)(F)F)ccc1-c1ncccn1)N1CC2(CC2)C[C@H]1CNc1ccc(C(F)(F)F)cn1,
CHEMBL1667925,CCOC(=O)c1oc2cnccc2c1Nc1ccc2c(c1)CC/C2=N/O,5.08
CHEMBL2347183,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cccnc2)Cc2ccccc2)C(C)C)cs1,
CHEMBL163,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,
CHEMBL2325412,CCc1cc(C(SC[C@H](N)C(=O)O)(c2ccccc2)c2ccccc2)ccc1C,
CHEMBL191,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,
CHEMBL1457,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,
CHEMBL1626,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,
CHEMBL2381100,Cc1nc(C(=O)N2CC3(CC3)C[C@H]2CNc2ccc(C(F)(F)F)cn2)c(-c2ccccc2)s1,
CHEMBL2152014,COc1ccc(NC(=O)c2cc(-c3ccncc3)nc3ccccc23)cc1,
CHEMBL463976,O=C(Nc1ccccc1)c1cc(-c2ccncc2)nc2ccccc12,
CHEMBL157101,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,
CHEMBL491,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,4.6
CHEMBL3899832,CC(=O)c1ccc(OCc2ccc(Oc3cc(-c4nn[nH]n4)ccn3)cc2)c(C)c1O,
CHEMBL3822651,COCC(=O)N1CCC(n2nc(C)c(Nc3ncc(Cl)c(-c4cnn5ccccc45)n3)c2C)CC1,
CHEMBL389390,C[C@@H](Cc1ccc(O)cc1)NC[C@@H](O)c1cc(O)cc(O)c1,4.6
CHEMBL1566987,Clc1ccc(CSCc2ccc(Cl)cc2Cl)c(Cl)c1,6.8
CHEMBL416956,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,4.4
CHEMBL1513078,C#CCN[C@@H](C)Cc1ccccc1,4.4
CHEMBL1532103,COc1ccc(OC)c(-c2ccccc2/C=N/NS(=O)(=O)c2ccc(C)cc2)c1,5.5
CHEMBL1480574,COC(=O)NC(/C=C/c1ccccc1)[C@]1(C(C)=O)CCCC1=O,5.4
CHEMBL1609597,COc1cc2nc(N3CCN(C(=O)[C@H]4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O,4.9
